family,Category,rating,id,weights,styles,connotations,character,available_fonts
Edu VIC WA NT Beginner,handwriting,1278,edu-vic-wa-nt-beginner,"400,500,600,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,EduVICWANTBeginner
Kolker Brush,handwriting,1279,kolker-brush,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,KolkerBrush-Regular
Noto Sans Gurmukhi,sans-serif,1281,noto-sans-gurmukhi,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansGurmukhiUI,NotoSansGurmukhi"
Moulpali,display,1282,moulpali,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Moulpali-Regular
Gideon Roman,display,1284,gideon-roman,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,GideonRoman-Regular
Gentium Book Plus,serif,1285,gentium-book-plus,"400,700","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"GentiumBookPlus-BoldItalic,GentiumBookPlus-Italic,GentiumBookPlus-Bold,GentiumBookPlus-Regular"
Geostar,display,1286,geostar,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"GeostarFill-Regular,Geostar-Regular"
Big Shoulders Inline Text,display,1287,big-shoulders-inline-text,"100,200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BigShouldersInlineText
Blaka,display,1288,blaka,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Blaka-Regular,BlakaHollow-Regular,BlakaInk-Regular"
Rubik Iso,display,1289,rubik-iso,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikIso-Regular
Dhurjati,sans-serif,1290,dhurjati,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,Dhurjati-Regular
Marhey,display,1291,marhey,"300,400,500,600,700",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Marhey
Miltonian Tattoo,display,1292,miltonian-tattoo,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,MiltonianTattoo-Regular
Edu TAS Beginner,handwriting,1293,edu-tas-beginner,"400,500,600,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,EduTASBeginner
Noto Serif Gujarati,serif,1294,noto-serif-gujarati,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifGujarati
Noto Sans Meetei Mayek,sans-serif,1295,noto-sans-meetei-mayek,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMeeteiMayek
Anek Gurmukhi,sans-serif,1296,anek-gurmukhi,"100,200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AnekGurmukhi
Koh Santepheap,display,1297,koh-santepheap,"100,300,400,700,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"KohSantepheap-Light,KohSantepheap-Bold,KohSantepheap-Thin,KohSantepheap-Regular,KohSantepheap-Black"
Blaka Hollow,display,1298,blaka-hollow,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BlakaHollow-Regular
Sevillana,display,1299,sevillana,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Sevillana-Regular
Noto Sans Cherokee,sans-serif,1300,noto-sans-cherokee,"100,200,300,400,500,600,700,800,900",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCherokee
Rubik 80s Fade,display,1301,rubik-80s-fade,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Rubik80sFade-Regular
Rubik Wet Paint,display,1302,rubik-wet-paint,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikWetPaint-Regular
Fleur De Leah,handwriting,1303,fleur-de-leah,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,FleurDeLeah-Regular
Tourney,display,1305,tourney,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"Tourney-Italic,Tourney"
Uchen,serif,1306,uchen,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,Uchen-Regular
Rubik Vinyl,display,1307,rubik-vinyl,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikVinyl-Regular
Yuji Boku,serif,1308,yuji-boku,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,YujiBoku-Regular
Grechen Fuemen,handwriting,1309,grechen-fuemen,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,GrechenFuemen-Regular
Love Light,handwriting,1310,love-light,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,LoveLight-Regular
Oi,display,1311,oi,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"CroissantOne-Regular,PoiretOne-Regular,NotoSansMeroitic-Regular,SulphurPoint-Bold,SulphurPoint-Light,NotoSansAdlamUnjoined,Coiny-Regular,FrancoisOne-Regular,JacquesFrancois-Regular,Oi-Regular,CarroisGothic-Regular,JacquesFrancoisShadow-Regular,MouseMemoirs-Regular,SulphurPoint-Regular,CarroisGothicSC-Regular"
Noto Sans Coptic,sans-serif,1312,noto-sans-coptic,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansCoptic-Regular
Big Shoulders Inline Display,display,1313,big-shoulders-inline-display,"100,200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BigShouldersInlineDisplay
Alumni Sans Pinstripe,sans-serif,1314,alumni-sans-pinstripe,400,"['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"AlumniSansPinstripe-Italic,AlumniSansPinstripe-Regular"
Martian Mono,monospace,1315,martian-mono,"100,200,300,400,500,600,700,800",['normal'],"technical, precise, retro, futuristic, minimal, structured",character5,MartianMono
Noto Sans Syloti Nagri,sans-serif,1317,noto-sans-syloti-nagri,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansSylotiNagri-Regular
Noto Sans Javanese,sans-serif,1318,noto-sans-javanese,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansJavanese
Petemoss,handwriting,1319,petemoss,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Petemoss-Regular
Noto Sans Miao,sans-serif,1320,noto-sans-miao,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansMiao-Regular
Rubik Spray Paint,display,1321,rubik-spray-paint,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikSprayPaint-Regular
Libre Barcode EAN13 Text,display,1322,libre-barcode-ean13-text,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,LibreBarcodeEAN13Text-Regular
Tiro Devanagari Marathi,serif,1323,tiro-devanagari-marathi,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"TiroDevanagariMarathi-Regular,TiroDevanagariMarathi-Italic"
Anek Kannada,sans-serif,1324,anek-kannada,"100,200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AnekKannada
Reem Kufi Fun,sans-serif,1325,reem-kufi-fun,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,ReemKufiFun
Rubik Gemstones,display,1326,rubik-gemstones,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikGemstones-Regular
Noto Serif Tibetan,serif,1327,noto-serif-tibetan,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifTibetan
Anek Odia,sans-serif,1328,anek-odia,"100,200,300,400,500,600,700,800",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,AnekOdia
Edu SA Beginner,handwriting,1329,edu-sa-beginner,"400,500,600,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,EduSABeginner
Noto Serif Hebrew,serif,1330,noto-serif-hebrew,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifHebrew
Island Moments,handwriting,1331,island-moments,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,IslandMoments-Regular
Alumni Sans Collegiate One,sans-serif,1332,alumni-sans-collegiate-one,400,"['italic', 'normal']","modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"AlumniSansCollegiateOne-Italic,AlumniSansCollegiateOne-Regular"
Tapestry,handwriting,1333,tapestry,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Tapestry-Regular
Splash,handwriting,1334,splash,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Splash-Regular
Bungee Spice,display,1335,bungee-spice,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,BungeeSpice-Regular
Rubik Puddles,display,1336,rubik-puddles,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikPuddles-Regular
Cairo Play,display,1337,cairo-play,"200,300,400,500,600,700,800,900",['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,CairoPlayslnt
Are You Serious,handwriting,1338,are-you-serious,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,AreYouSerious-Regular
Send Flowers,handwriting,1340,send-flowers,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,SendFlowers-Regular
Noto Sans Adlam,sans-serif,1341,noto-sans-adlam,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,"NotoSansAdlamUnjoined,NotoSansAdlam"
Zen Loop,display,1342,zen-loop,400,"['italic', 'normal']","creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,"ZenLoop-Regular,ZenLoop-Italic"
Warnes,display,1343,warnes,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,Warnes-Regular
Rubik Storm,display,1344,rubik-storm,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,RubikStorm-Regular
Noto Serif Armenian,serif,1345,noto-serif-armenian,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifArmenian
Edu QLD Beginner,handwriting,1346,edu-qld-beginner,"400,500,600,700",['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,EduQLDBeginner
Noto Serif Tamil,serif,1347,noto-serif-tamil,"100,200,300,400,500,600,700,800,900","['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"NotoSerifTamil,NotoSerifTamil-Italic"
Yuji Mai,serif,1348,yuji-mai,400,['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,YujiMai-Regular
Explora,handwriting,1349,explora,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Explora-Regular
Noto Serif Telugu,serif,1350,noto-serif-telugu,"100,200,300,400,500,600,700,800,900",['normal'],"traditional, elegant, trustworthy, formal, classic, established, reliable",character3,NotoSerifTelugu
Tiro Tamil,serif,1351,tiro-tamil,400,"['italic', 'normal']","traditional, elegant, trustworthy, formal, classic, established, reliable",character3,"TiroTamil-Regular,TiroTamil-Italic"
Luxurious Roman,display,1352,luxurious-roman,400,['normal'],"creative, eye-catching, decorative, bold, playful, attention-grabbing, unique, expressive",character2,LuxuriousRoman-Regular
Noto Sans Tifinagh,sans-serif,1353,noto-sans-tifinagh,400,['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTifinagh-Regular
Kings,handwriting,1354,kings,400,['normal'],"personal, friendly, whimsical, casual, expressive, elegance, romantic, feminine",character4,Kings-Regular
Noto Sans Tangsa,sans-serif,1355,noto-sans-tangsa,"400,500,600,700",['normal'],"modern, clean, universal, open, informal, progressive, simple, minimal, contemporary, futuristic",character1,NotoSansTangsa
